run_id,batch_id,transaction_timestamp,payment_id,amount,card_network,card_isin,status,label,payment_type,co_badged_card_networks,is_eligible_for_debit_routing,saving_percentage,is_debit_routed,is_regulated
8ad09564-3cd7-4419-9b22-8c4b11786c27,3,2025-06-18T09:30:32.673Z,pay_R93zEYUjBcMx7zrnP3TG,39,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,3,2025-06-18T09:30:34.543Z,pay_0MMirPlncSqVxB8S4ZI0,24,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,3,2025-06-18T09:30:36.856Z,pay_mSfM2tAC3uXi98wOGdOm,47,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,3,2025-06-18T09:30:38.925Z,pay_ACLYjN5Wp068QdIRdsSN,61,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.43,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,3,2025-06-18T09:30:40.668Z,pay_wAgQK8sb8pbr7I5TG6to,6,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,3,2025-06-18T09:30:42.562Z,pay_w8SucjWru0LyMblAw17Q,5,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.14,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:22.637Z,pay_GcDeDnJiTbD2PWEGMEhx,28,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:26.127Z,pay_uZU0g6ryqPa7WlQq1Z6j,55,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:28.025Z,pay_zzbkTIObSGeKcx7aJuIM,10,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:29.917Z,pay_XRh23vL6G9f6A7ONKPNQ,49,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:32.032Z,pay_q5NvPBmNKaAtJw2eLHmp,31,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.2,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:33.737Z,pay_4NyzAcM6PcmMZCou0ilx,20,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:35.529Z,pay_f1EDy5PsQmvndEzwJdQ5,69,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:37.290Z,pay_TpAV73Lg6JWWOoJEPbae,28,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.18,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:39.221Z,pay_hn2WbaxetnrqvkW00S2Z,84,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.38,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,4,2025-06-18T09:30:41.341Z,pay_UkvPVcR1HOwsPlAmu6Pz,74,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.31,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:22.639Z,pay_Q6dC233Ii5beSxvr5cq5,71,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:25.145Z,pay_6t6rp0DGknxvwhaIqvjk,29,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.63,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:26.989Z,pay_FFoNTIAZzfT5Kar9KErj,85,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:28.766Z,pay_0pIRIRkHstIysEaPf9Jj,53,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:30.913Z,pay_ewjvOArvv2zW5xorYFnz,37,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:32.639Z,pay_5pdf0sgVdXnh9JzIsyuv,71,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:34.580Z,pay_CDzO6CRBj9FJC9xp5leE,22,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:36.846Z,pay_5NbZkT1jcy35PdJCcf0h,15,Pulse,400003,succeeded,Unregulated Debit (Special),debit,"PULSE, VISA, NYCE",Yes,0.02,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:38.964Z,pay_7VSYBnADkK2kpEUK5pgI,40,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,5,2025-06-18T09:30:40.598Z,pay_gbyPSOo9mB3ghVxHekfk,92,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:22.640Z,N/A,32,N/A,N/A,"FAILED_HS_HTTP_HTTP 429: ""<!DOCTYPE html>\n<html>\n<head>\n  <title>Rate Limit Exceeded</title>\n</head>\n<body>\n  <h1>Rate Limit Exceeded</h1>\n  <p>Too Many Requests - You have exceeded the rate limit. Please try again aft",Regulated Debit,debit,N/A,No,0,N/A,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:23.880Z,pay_FpG7etSEj3NckGzOFNHC,36,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:26.547Z,pay_eFaCy1R8VWJdMG5d0Uzn,45,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.49,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:28.544Z,pay_XKTRSP68DdzIkksy7xpT,78,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.39,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:30.469Z,pay_0J0PEcjvpwW5XZwb9crJ,46,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:32.391Z,pay_Dnx2Dh7VDP3XRWJtmWKf,48,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:34.219Z,pay_ybbxyT0iesL3GUtqQfU2,66,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:35.996Z,pay_PJvvFboRq3zlBG7gInBi,63,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.42,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:37.803Z,pay_sGile6FCkAylwZlnBwO7,82,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,6,2025-06-18T09:30:39.498Z,pay_Ob6wWhUinVEzT3iFFQLe,97,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:22.643Z,pay_Eq7udACQNBiLV40SjMvk,8,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:26.545Z,pay_6KESCMZ3iIqI7tF3yTJa,22,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:28.357Z,pay_LJl05l7K93UZuB8j5Jqi,41,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:30.282Z,pay_ULaYC8z3YYyHoZCsYYtx,8,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:32.381Z,pay_wiDFmh8Bx4SItidTfH5q,84,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:34.483Z,pay_1UhZpwvdho5JqjY3B1pF,18,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.86,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:36.736Z,pay_wZodVZ4aVi0qYpAvdKXD,9,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:38.823Z,pay_pK1ordAmcWQKyyZm0zFR,91,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:40.671Z,pay_xXx2SEVx6QAIC1iLcLRo,87,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.32,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,7,2025-06-18T09:30:42.460Z,pay_n90c3RSN6y05ikZlwlPM,12,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:22.644Z,pay_WfcnmoLEtMdGLLT6Jz7J,14,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:25.718Z,pay_6hMfwHzHUjH4sT40YAax,6,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:27.552Z,pay_yryiVnGsxNKlna9TYwOT,53,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:29.281Z,pay_RvVhKVxmJCXBlEtekKQw,12,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:30.974Z,pay_LsUCtwvk7HAnBpFqujl6,66,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:32.770Z,pay_pMjS2Fjg48bBEIUp5CLC,93,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:34.485Z,pay_a3Pj2yXi5FHakdFlYxY9,19,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:36.712Z,pay_t7UQt5PrJMvUQ5qPJPeQ,95,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:38.868Z,pay_XrhBHO0XKCnwPEpfSDAb,34,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,8,2025-06-18T09:30:40.695Z,pay_32QEtfCFd7OmsCMR7JQc,81,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:22.645Z,pay_iSgFSMfG369tEUBekAna,41,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:25.195Z,pay_u2fHsWkYAQfTOZu0qy4W,26,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:27.202Z,pay_U1e7tvuogyJDOo9u01np,82,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:28.963Z,pay_ozJTOaYcQZ3qVzSmkOw7,95,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:31.052Z,pay_0pjNgLrPDj1TbpeZXcxE,40,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:32.841Z,pay_7351f2yHDu3Dco3MrePJ,47,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:34.635Z,pay_2HImBBZQUCIs53HNofHt,73,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:36.701Z,pay_zXHcJlFqTqe5VKVeIsTV,99,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.36,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:38.466Z,pay_NKa0q4qn77ULNbVfyUDH,90,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,9,2025-06-18T09:30:40.405Z,pay_RVKGZq2xQDB8TkFjDNs8,5,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.14,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:22.646Z,pay_o5XE2UjLFHVL8HAjbHoz,2,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,5.75,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:26.491Z,pay_2VdZKhycZuJO5ZbTLEFv,9,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,1.47,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:28.444Z,pay_ex3fYpNPf3YFFcG8a4rT,27,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.66,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:30.370Z,pay_3ZR8Q7WYrlx4T3YOs0YQ,45,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.49,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:32.302Z,pay_fmAEVd0wV38E3H0mL1yn,1,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,11.25,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:34.351Z,pay_VBCqf8k5NWaMsqD7BTHy,15,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:36.248Z,pay_VQrT0PDJSUQFpzSs3BTS,73,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:38.148Z,pay_XxCSZp40wSnjndEDbqPO,11,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:39.772Z,pay_rhcCWGnOLm3pNbgLuNji,17,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,10,2025-06-18T09:30:41.539Z,pay_V6xM2RFeqm71gRIH5R9j,33,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:22.647Z,pay_SXHd9azVkjPTGPTqX3Zv,73,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:25.846Z,pay_dZrPbIMkLwr6qFKiRnam,56,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:27.514Z,pay_9y1mpCLa2rCq9yiI0QAP,28,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:29.365Z,pay_umdCkcD4mvAUTRnj8VUd,92,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.37,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:31.361Z,pay_1xhU22GaAKQ6KpanjB0s,14,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:33.364Z,pay_cbxyM739VqprphsmddYQ,25,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:35.317Z,pay_KApTXS25l5SJ1CRjwmaR,34,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:37.496Z,pay_RSmg4Umds36ibeZB1KTQ,92,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:39.456Z,pay_RBxFqg5M6PxjjpVCdY3n,6,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,11,2025-06-18T09:30:41.931Z,pay_WgSvY9T1RXg59Ku8eo0a,25,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:22.648Z,pay_CXBSs6ps50BwZVuCBQwR,60,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:25.097Z,pay_j7Y9TiRp01UNbjP6KNs4,70,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:26.883Z,pay_Y7xQ4mdTMJu9E9Vl9uwK,59,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
